663_3_0,please enable removing language code from the dev center ```` language history '''' for example if you ever selected ```` ru '''' and ```` ru-ru '''' laguages and you published this xap to the store then it causes tile localization to show the en-us ---- default ---- tile localization which is bad ..,1
663_3_1,please enable removing language code from the dev center ```` language history '''' for example which is bad .. if you ever selected ```` ru '''' and ```` ru-ru '''' laguages and you published this xap to the store then it causes tile localization to show the en-us ---- default ---- tile localization,1
663_3_2,if you ever selected ```` ru '''' and ```` ru-ru '''' laguages and you published this xap to the store then it causes tile localization to show the en-us ---- default ---- tile localization please enable removing language code from the dev center ```` language history '''' for example which is bad ..,1
663_3_3,if you ever selected ```` ru '''' and ```` ru-ru '''' laguages and you published this xap to the store then it causes tile localization to show the en-us ---- default ---- tile localization which is bad .. please enable removing language code from the dev center ```` language history '''' for example,1
663_3_4,which is bad .. please enable removing language code from the dev center ```` language history '''' for example if you ever selected ```` ru '''' and ```` ru-ru '''' laguages and you published this xap to the store then it causes tile localization to show the en-us ---- default ---- tile localization,1
663_3_5,which is bad .. if you ever selected ```` ru '''' and ```` ru-ru '''' laguages and you published this xap to the store then it causes tile localization to show the en-us ---- default ---- tile localization please enable removing language code from the dev center ```` language history '''' for example,1
663_4_0,"note :: in your .. csproj file ,, there is a supportedcultures entry like this :: <supportedcultures> de-de :; ru :; ru-ru </supportedcultures> when i removed the ```` ru '''' language code and published my new xap version ,, the old xap version still remains in the store with ```` replaced and unpublished '''' ..",0
663_4_1,"when i removed the ```` ru '''' language code and published my new xap version ,, the old xap version still remains in the store with ```` replaced and unpublished '''' .. note :: in your .. csproj file ,, there is a supportedcultures entry like this :: <supportedcultures> de-de :; ru :; ru-ru </supportedcultures>",0
664_1_0,wich means the new version not fully replaced the old version and this causes me very serious problems :: 1 ..,0
664_1_1,the old version and this causes me very serious problems :: 1 .. wich means the new version not fully replaced,0
664_2_0,some of my users will still receive the old xap version of my app ..,0
664_3_0,the store randomly gives the old xap or the new xap version of my app ..,0
664_4_0,my app has a wp7 version and a wp8 version xap in the same submission ..,0
665_1_0,sometimes the store gives the wrong wp7 xap version of my app to windows phone 8 users ..,0
665_2_0,it should be an option to remove the ```` ru '''' language code from my app ``` language history ''' or an option to completly replace :: fully replace the prevoius ---- es ---- xap ---- s ---- ..,1
665_2_1,it should be an option to completly replace :: fully replace the prevoius ---- es ---- xap ---- s ---- .. to remove the ```` ru '''' language code from my app ``` language history ''' or an option,1
665_2_2,to remove the ```` ru '''' language code from my app ``` language history ''' or an option it should be an option to completly replace :: fully replace the prevoius ---- es ---- xap ---- s ---- ..,1
665_2_3,to remove the ```` ru '''' language code from my app ``` language history ''' or an option to completly replace :: fully replace the prevoius ---- es ---- xap ---- s ---- .. it should be an option,1
665_2_4,to completly replace :: fully replace the prevoius ---- es ---- xap ---- s ---- .. it should be an option to remove the ```` ru '''' language code from my app ``` language history ''' or an option,1
665_2_5,to completly replace :: fully replace the prevoius ---- es ---- xap ---- s ---- .. to remove the ```` ru '''' language code from my app ``` language history ''' or an option it should be an option,1
665_5_0,-- :: the store will randomly deliver the old/wrong version of your xap ..,0
665_5_1,the store will randomly deliver the old/wrong version of your xap .. -- ::,0
665_7_0,the engineering team can solve this issue if they do one of the following :: 1 ..,0
665_7_1,if they do one of the following :: 1 .. the engineering team can solve this issue,0
665_8_0,"provide a workaround for removing the ```` ru '''' language from the language history ---- i have no need for ```` ru '''' culture just for ```` ru-ru '''' ,, but there is no way to remove ```` ru '''' from the language history if you ever posted your app with ```` ru '''' language support ---- 2 ..",1
665_8_1,"if you ever posted your app with ```` ru '''' language support ---- 2 .. provide a workaround for removing the ```` ru '''' language from the language history ---- i have no need for ```` ru '''' culture just for ```` ru-ru '''' ,, but there is no way to remove ```` ru '''' from the language history",1
665_9_0,"or add and implement an appreslib.dll.xxxx.mui for the `` ru '' language culture in the documentation appreslib.dll.xxxx.mui exist only for `` ru-ru '' and not for `` ru '' culture : http://msdn.microsoft.com/en-us/library/windowsphone/develop/ff967550 -- v = vs. 105 -- . aspx thanks , tom please enable removing language code from the dev center `` language history '' for example if you ever selected `` ru '' and `` ru-ru '' laguages and you published this xap to the store then it causes tile localization to show the en-us -- default -- tile localization which is bad .",1
665_10_0,wich means the new version not fully replaced the old version and this causes me very serious ___ more,0
665_10_1,wich means the old version and this causes me very serious ___ more the new version not fully replaced,0
665_10_2,the new version not fully replaced wich means the old version and this causes me very serious ___ more,0
665_10_3,the new version not fully replaced the old version and this causes me very serious ___ more wich means,0
665_10_4,the old version and this causes me very serious ___ more wich means the new version not fully replaced,0
665_10_5,the old version and this causes me very serious ___ more the new version not fully replaced wich means,0
666_1_0,when i driving my car and need to make call at 99 % of times the phone use vocal commands for starting bing search instead of call contact ..,0
667_1_0,"but if i press power button and unlock device and open phone and say ```` call < person name ,, device start calling correctly .!",0
667_1_1,"if i press power button and unlock device and open phone and say ```` call < person name ,, device start calling correctly .! but",0
667_2_0,this in driving mode activated ..,0
667_3_0,"also in italian translation ,, after reading sms ,, the device say ```` fatto '''' for ending operation but work only if i say ```` ho finito '''' ..",0
667_3_1,"only if i say ```` ho finito '''' .. also in italian translation ,, after reading sms ,, the device say ```` fatto '''' for ending operation but work",0
667_4_0,if i say ```` fatto '''' vocal command unrecognized .!,0
667_5_0,other little bugs :: with my lumia 820 before first wp8 upgrade work fine with vocal commands but from first upgrade to now is bad ..,0
667_5_1,upgrade work fine with vocal commands but from first upgrade to now is bad .. other little bugs :: with my lumia 820 before first wp8,0
667_6_0,do n't recognize commands ..,0
667_7_0,but my old wp7 work fine using same bt sony car stereo .!,0
667_7_1,using same bt sony car stereo .! but my old wp7 work fine,0
667_8_0,other little bugs :: with my lumia - 820 before first wp8 upgrade work fine with vocal commands but from ___ more,0
667_9_0,outlook color schemes ..,0
667_10_0,"settings ,, current live tile size ,, and more",0
667_11_0,open the network + settings and tap on call settings ..,0
667_12_0,hit the power button to go to sleep mode ..,0
667_12_1,hit to sleep mode .. the power button to go,0
667_12_2,the power button to go hit to sleep mode ..,0
667_12_3,the power button to go to sleep mode .. hit,0
667_12_4,to sleep mode .. hit the power button to go,0
667_12_5,to sleep mode .. the power button to go hit,0
667_13_0,wait for 15-20 minutes and switch on the mobile again ..,0
667_14_0,the window will be blank with only heading on it ..,0
667_14_1,only heading on it .. the window will be blank with,0
667_15_0,100 % reproducible on lumia 920 cyan update ..,0
668_1_0,"i always use this feature ,, please fix asap ..",1
668_2_0,seems there is an issue with the sd card in wp 8.1 preview ..,0
668_2_1,there is an issue with the sd card in wp 8.1 preview .. seems,0
669_1_0,its getting annoying.please fix this ..,1
669_1_1,annoying.please fix this .. its getting,1
669_2_0,i 've been working on an lob for my field of engineering ---- civil/structural ---- ..,0
669_3_0,the point is to make the app universal across devices so that our engineers do not have to spend - too much time learning and relearning the controls ..,0
669_3_1,so that our engineers do not have to spend - too much time learning and relearning the controls .. the point is to make the app universal across devices,0
669_4_0,"and because the same app runs on tablets and pc 's ,, our engineers can work in the field ,, come back to their office ,, and continue working with the same data on their pc 's ..",0
670_1_0,"because of windows 8.1 and windows phone 8.1 universal app ,, i am hoping to adapt the app to windows phone as well ..",0
671_1_0,all the saved and live data are saved on onedrive to allow roaming between the devices ..,0
671_1_1,all the saved and live data are saved on onedrive roaming between the devices .. to allow,0
671_1_2,to allow all the saved and live data are saved on onedrive roaming between the devices ..,0
671_1_3,to allow roaming between the devices .. all the saved and live data are saved on onedrive,0
671_1_4,roaming between the devices .. all the saved and live data are saved on onedrive to allow,0
671_1_5,roaming between the devices .. to allow all the saved and live data are saved on onedrive,0
672_1_0,but i 've found that windows phone 8.1 file picker does not have access to onedrive and there is no futureaccesslist ..,0
672_1_1,but i 've found 8.1 file picker does not have access to onedrive and there is no futureaccesslist .. that windows phone,0
672_1_2,that windows phone but i 've found 8.1 file picker does not have access to onedrive and there is no futureaccesslist ..,0
